RCR (log) First Interval,d(logRCR),d(logRCR Randomized)
-0.06952,0.290227,0.046935
-0.26697,-0.01471,0.182868
-0.03011,-0.15957,-0.16999
0.173067,-0.36618,0.199256
0.367681,-0.24629,-0.25212
-0.24304,-0.11129,0.348551
0.067033,0.092954,-0.24369
-0.03664,-0.32606,-0.05432
-0.02342,0.024183,0.077067
0.241231,-0.12311,-0.0632
-0.07805,0.01378,-0.22907
0.352972,-0.21104,-0.28392
-0.15858,-0.04438,0.225159
-0.36121,0.050913,0.679985
-0.34995,-0.00345,-0.1232
-0.14067,0.11689,-0.15685
0.067932,-0.04606,-0.23219
-0.24022,0.309281,0.50125
-0.00708,0.059202,-0.05489
0.246409,-0.10634,-0.37248
0.408128,-0.49746,-0.28695
0.016686,0.136245,-0.02101
-0.08943,0.202736,-0.55902
-0.24899,0.00607,-0.12098
-0.1022,0.26004,0.213346
-0.16144,0.597748,0.194369
-0.13587,-0.03929,0.250973
-0.31871,0.389647,0.032938
-0.28918,-0.04839,0.425477
-0.08094,0.00344,0.167963
-0.08328,-0.00538,0.05559
0.223971,-0.11847,-0.20308
-0.04022,0.00658,-0.00686
0.058968,-0.14115,-0.12842
-0.46351,0.17689,0.472541
-0.15955,-0.14864,-0.13163
0.137786,-0.05865,-0.34046
0.027456,0.228379,-0.39016
-0.18785,0.267196,-0.24425
-0.01849,-0.23546,0.141358
-0.2613,0.046913,-0.10108
0.083141,-0.19354,-0.02726
0.051602,-0.08307,-0.1835
-0.03141,0.104177,0.053935
-0.11046,0.101994,-0.04677
0.257085,-0.21403,-0.42767
0.046643,0.080954,0.050845
-0.09973,-0.03379,0.302817
-0.13662,0.283587,-0.09985
-0.28008,-0.15658,0.413159
0.007199,-0.22857,-0.211
0.088032,-0.13078,-0.22659
0.127096,-0.38491,-0.4216
0.020078,0.148839,0.106885
0.072206,-0.09979,-0.46619
-0.07654,0.13885,-0.05014
-0.02276,-0.12012,0.1461
-0.15787,0.147968,0.198883
0.14196,-0.52823,-0.14302
-0.11802,-0.29296,-0.01414
-0.02049,-0.13551,0.018969
-0.06176,-0.04872,-0.48537
-0.04782,-0.16581,0.011755
0.138629,0.037537,-0.23609
-0.16779,-0.04685,0.37293
0.014221,-0.19657,0.053536
-0.1044,-0.1396,0.020463
0.103688,-0.02937,0.036526
-0.29325,0.269617,0.197429
-0.18605,-0.04506,0.333019
0.280316,-0.3197,-0.38856
0.143362,-0.4129,-0.14449
-0.15553,-0.07744,-0.37401
-0.19648,0.218313,0.311476
-0.02137,-0.08688,-0.05171
0.073734,-0.25755,-0.53287
-0.17042,0.076054,0.196984
-0.13727,-0.14215,0.162883
0.635584,-0.22929,-0.79521
-0.20577,-0.01047,0.110318
0.039976,-0.09631,-0.3342
0.029523,-0.02684,-0.26156
-0.00468,-0.06124,-0.17
0.040027,0.465919,0.05328
0.019796,-0.15376,-0.28431
0.14075,-0.15625,-0.40322
-0.12855,-0.00879,-0.01119
-0.08913,-0.19687,-0.28651
0.102866,0.120301,-0.00849
0.351768,-0.54496,-0.35277
-0.36452,0.005283,0.284968
-0.24789,0.212936,-0.01314
-0.20811,-0.07285,0.095902
-0.26809,0.188599,0.239041
-0.05325,0.036983,-0.24838
0.090302,-0.12501,0.346004
0.053461,-0.17758,-0.16712
-0.21801,-0.08115,0.054708
0.166054,-0.14847,-0.36494
-0.39851,0.257961,0.499903
-0.12888,-0.1703,0.458139
-0.21836,0.108251,0.255248
-0.10731,-0.37453,0.215131
0.114942,-0.16043,0.040813
0.072736,-0.27519,-0.23313
0.146476,0.014203,-0.36867
0.025032,-0.30424,-0.35598
0.253781,-0.0542,-0.18878
0.071215,-0.25993,-0.36692
-0.17883,-0.23435,0.237673
-0.06366,-0.06311,0.190534
0.09107,-0.18716,-0.14744
0.312892,-0.06622,-0.55363
-0.35996,0.337337,-0.00771
-0.0828,0.507638,-0.23339
-0.03518,-0.03653,0.084804
-0.17925,-0.19848,0.220842
0.151127,-0.18984,0.075704
-0.32706,0.404112,0.057392
-0.45145,-0.21266,0.164751
-0.0081,0.043473,0.068446
-0.47293,-0.04631,0.40838
-0.20098,0.107188,0.483273
-0.03266,-0.17454,-0.11929
0.038241,-0.20801,-0.06523
0.053467,0.049643,-0.19037
0.403416,-0.16072,-0.59271
0.19221,-0.19875,-0.06302
0.136873,-0.15134,-0.12753
0.152186,-0.48614,-0.3062
-0.0936,0.324113,-0.04757
0.183759,-0.32922,-0.42778
-0.21269,0.130906,0.040378
-0.47966,0.270558,0.403974
0.166427,-0.07828,-0.44855
0.226057,0.035383,-0.27545
-0.28699,0.05804,0.248975
-0.10478,-0.33493,0.002707
0.161489,-0.13682,-0.68157
-0.05907,0.061365,0.107558
0.378348,-0.13541,-0.45125
0.16927,-0.06337,-0.14124
-0.05391,0.002382,-0.10759
-0.08292,-0.07566,-0.03087
0.177188,-0.27231,-0.40595
-0.42092,0.010171,0.676441
0.228761,-0.09553,-0.1277
0.293015,-0.38093,-0.27191
0.117448,-0.20412,-0.01727
-0.34153,0.121156,0.468456
-0.00767,0.138768,-0.17179
0.510027,0.031515,-0.60516
-0.06368,-0.2156,-0.00745
0.200286,0.213033,-0.37291
0.31727,-0.19193,-0.44827
-0.22423,0.086021,0.053239
0.107166,0.177789,-0.34916
0.040594,-0.28928,0.144816
-0.16587,-0.0137,0.037685
0.162957,-0.27022,-0.06005
-0.00256,-0.0128,0.155492
0.345784,-0.26233,-0.3627
-0.17591,-0.22883,0.459649
-0.13244,0.020552,0.025943
-0.04935,-0.00981,0.08316
-0.02094,-0.05921,-0.22602
0.082521,-0.22751,-0.54618
0.259772,-0.05877,-0.43322
-0.55914,0.121809,0.349685
-0.46568,-0.14909,0.390263
-0.17639,-0.22211,-0.08956
-0.08636,-0.07401,-0.21974
0.24169,-0.16113,-0.14447
-0.19219,0.470206,-0.07807
-0.20854,-0.14303,0.339062
-0.0244,0.01122,-0.31605
0.121715,-0.19662,-0.20064
0.086307,0.009575,-0.04437
-0.22403,-0.03156,-0.38141
-0.09268,-0.20246,-0.19766
-0.11176,-0.07228,0.133596
0.005299,-0.08788,0.222205
-0.15365,0.022127,0.230383
-0.16139,0.103503,-0.19337
-0.07224,-0.30252,-0.11174
-0.1132,-0.1142,0.12559
-0.40956,-0.1614,0.243855
-0.27311,0.251951,0.183755
0.190442,0.115297,-0.35081
0.227482,-0.14008,-0.42954
-0.14146,-0.22998,-0.09366
-0.15497,-0.22978,0.003014
-0.20638,0.121153,0.309046
0.168796,0.18604,-0.07512
-0.3423,0.336085,0.283273
-0.09655,-0.24696,0.060624
-0.36336,0.192774,0.307831
-0.65054,0.109369,0.265787
0.023132,-0.09609,-0.13559
-0.18184,0.069382,-0.00338
0.183322,-0.10768,-0.40315
-0.27211,0.035893,0.27785
-0.01236,0.054377,-0.12475
-0.3395,0.086951,0.266542
-0.10161,-0.21572,0.403311
-0.01608,-0.16478,-0.09735
0.023481,-0.13483,-0.18551
0.051244,-0.03178,-0.5436
0.022033,-0.05877,0.010527
-0.14541,-0.03436,-0.06783
0.485967,-0.22629,-0.46615
-0.04487,-0.12775,-0.0888
0.163576,-0.0724,-0.60894
-0.08225,0.071272,-0.32873
-0.06513,0.039339,-0.07775
-0.05279,0.01384,-0.29153
0.0215,-0.25524,-0.21273
0.076111,-0.37728,-0.2669
-0.5907,0.157491,0.669609
-0.21381,0.161304,-0.12015
0.277845,-0.06742,-0.42283
0.316114,0.120658,-0.24871
-0.24503,0.093075,0.015699
-0.18164,-0.07943,-0.30312
0.154716,-0.05032,-0.42432
-0.34616,-0.11454,0.361904
0.359924,-0.10666,-0.24861
0.368266,-0.26971,-0.59125
0.287399,-0.26534,-0.77379
-0.11622,-0.04548,0.120468
0.345298,-0.05148,-0.2134
0.051579,-0.15226,-0.31535
0.256785,0.145739,-0.38559
-0.03577,-0.41551,-0.15549
-0.39614,0.322745,0.209127
-0.2315,-0.08455,0.273961
-0.4308,-0.04052,0.187822
-0.07508,-0.16504,0.182125
0.319193,-0.15877,-0.74049
-0.07305,0.11133,-0.34013
-0.12517,-0.11008,0.088897
-0.18848,-0.10516,0.170147
0.153855,-0.27757,-0.55314
-0.01528,-0.20267,-0.05143
0.184841,-0.16212,-0.64392
-0.13882,-0.01302,-0.17576
0.046284,-0.01275,0.18738
0.525982,-0.23027,-0.51465
-0.45528,-0.03477,0.10345
-0.15889,-0.04523,0.188484
0.040445,-0.21513,-0.31407
-0.09615,0.007907,-0.18619
-0.04822,-0.1421,-0.08453
-0.08439,-0.03361,0.0307
-0.3949,0.136602,0.228384
-0.00546,0.003591,-0.000039
-0.09205,-0.16206,-0.08152
-0.1528,0.367676,0.06613
-0.25741,-0.08303,0.593076
0.017422,-0.21003,-0.02714
0.206111,-0.32556,-0.65909
-0.00573,-0.01253,-0.09597
-0.05985,0.450816,-0.335
0.032883,-0.14885,0.194694
-0.1497,-0.38366,0.353908
-0.02396,0.029412,-0.29019
-0.0195,-0.03161,0.10559
0.37937,0.076972,-0.32673
-0.62859,0.286743,0.386658
-0.05014,-0.15951,-0.08806
-0.28878,-0.10147,0.167468
-0.39168,0.065237,0.340519
-0.33775,-0.09827,-0.06293
0.185209,0.060046,-0.79998
-0.17373,-0.08828,0.474474
0.235097,0.058536,-0.44914
-0.56761,-0.2435,0.011284
-0.12425,-0.04927,-0.04965
0.000599,-0.19183,-0.00282
-0.16857,-0.04882,0.148628
0.204736,-0.23118,-0.25476
-0.07678,-0.17501,0.278815
-0.23367,0.343628,0.279409
0.030579,-0.17936,-0.1792
0.006398,-0.01281,0.369044
-0.00984,-0.00849,-0.10232
0.192901,-0.06299,-0.37707
-0.30804,-0.17835,0.194015
-0.08779,-0.21374,-0.02308
-0.1145,0.077971,0.074148
-0.24048,0.184358,-0.18353
-0.08971,0.131133,-0.05085
-0.34556,0.1031,0.20279
-0.34506,0.126596,-0.10139
-0.13872,-0.0222,-0.03191
-0.14723,0.057185,0.157369
0.144325,0.126064,-0.18249
0.040748,-0.34589,0.043116
0.110838,-0.00219,-0.00875
-0.26777,-0.20897,-0.10147
-0.05921,0.210296,-0.06598
0.184952,-0.19846,-0.57636
-0.11099,0.004253,-0.19432
0.538371,-0.8287,-0.75632
0.194378,-0.10059,-0.46227
-0.06891,-0.17805,0.102969
0.428819,-0.75732,-0.46303
0.111381,-0.02156,-0.44794
0.154137,-0.33954,-0.35807
0.061055,0.069471,-0.08248
0.304297,-0.09512,-0.52512
0.065455,-0.13491,0.10186
-0.0702,-0.11622,0.044716
0.074697,-0.19547,-0.18494
-0.20091,-0.10072,0.443284
0.223255,-0.29495,-0.27336
0.070002,0.060382,-0.18299
0.149723,-0.31359,-0.33284
-0.15426,-0.0161,-0.02822
0.171378,-0.23614,-0.24026
0.500107,-0.2292,-0.48624
0.099846,-0.14997,-0.01063
-0.38767,0.179898,0.419009
0.265532,0.207516,-0.06759
-0.12268,-0.13852,-0.19737
0.153738,-0.07724,0.122626
-0.06144,0.117307,-0.54805
0.275675,-0.21557,-0.25035
-0.12965,-0.21104,0.144528
-0.48346,-0.11148,0.533627
0.320556,-0.26829,-0.00994
0.083638,-0.16633,-0.16943
0.145811,-0.22536,-0.35655
-0.17287,-0.05456,-0.04707
0.093157,-0.14212,-0.39791
-0.25609,0.053669,-0.13655
0.10807,-0.08151,-0.23736
0.690178,-0.39633,-0.62672
-0.10944,-0.05627,0.031319
0.235313,-0.4698,-0.41869
0.087097,-0.05423,-0.02195
-0.22854,0.163985,0.091994
0.151323,0.229602,-0.09777
-0.5572,0.48419,0.970989
-0.28571,-0.18744,0.07605
0.098833,-0.25126,-0.21768
0.012604,0.127384,-0.29181
-0.15818,0.141265,-0.0053
0.129169,-0.15284,-0.02269
0.083991,-0.38428,0.075882
-0.01702,-0.33922,0.099548
0.230414,-0.15218,-0.37635
-0.14735,-0.03577,-0.0027
-0.36497,-0.08177,0.007143
0.050352,-0.29437,-0.21989
-0.23898,-0.33004,0.59895
-0.12032,-0.27844,-0.28846
-0.15431,0.487497,0.13605
0.5362,-0.28075,-0.34886
-0.28949,-0.22851,0.044396
-0.31579,-0.24698,0.140829
0.027404,-0.11581,0.006279
-0.29325,0.335188,0.082317
0.078367,-0.08066,-0.03627
-0.41411,0.136563,0.386305
0.387939,-0.30185,-0.4971
-0.44635,0.279278,0.125287
0.121098,-0.10338,-0.3295
0.616597,-0.15328,-1.04886
-0.33901,-0.085,-0.01379
-0.28601,-0.39233,0.175535
0.262275,0.010282,-0.25117
0.219331,-0.14471,-0.07602
-0.21352,0.464098,0.366883
-0.13014,-0.04621,0.243382
0.020025,-0.11004,-0.30778
0.291186,-0.14735,-0.36604
-0.13553,-0.17099,-0.16724
-0.12415,-0.044,-0.01282
0.272968,-0.31799,-0.22548
0.434434,-0.33852,-0.58686
-0.44837,-0.09876,0.385582
-0.13481,-0.05744,0.322304
-0.11225,-0.15318,-0.01643
-0.37313,0.18296,0.433236
0.115423,-0.3664,0.012047
-0.35179,-0.06588,0.160446
-0.01738,0.041598,0.057432
-0.0698,0.155587,-0.09434
0.248206,-0.04549,-0.46983
-0.10903,-0.16363,0.400349
-0.10233,-0.09541,0.397684
-0.14929,0.114227,-0.21193
0.233189,-0.20785,-0.16744
0.723715,-0.3029,-0.768
0.396562,-0.17884,-0.67794
0.199474,-0.06871,0.201575
-0.08978,-0.15929,0.177184
0.054766,-0.16595,-0.06446
-0.13473,0.191931,0.31233
0.121133,-0.23599,0.131957
-0.23808,0.203786,-0.0088
-0.19397,-0.02261,0.548808
0.254193,-0.11398,-0.11201
-0.12862,-0.24752,-0.21831
-0.11394,-0.00233,0.116623
-0.00064,-0.06607,-0.24346
-0.03977,-0.02523,0.179759
0.153115,-0.14209,-0.03499
-0.12171,-0.10226,0.056085
-0.26513,0.130698,0.082196
0.478897,-0.31243,-0.7054
-0.04272,-0.01525,-0.23491
-0.48436,0.121995,1.025898
0.119726,-0.08032,-0.09515
-0.05365,-0.10499,0.044195
-0.4505,0.531459,0.230349
-0.21352,-0.04898,0.16301
0.274484,-0.30045,-0.76958
0.330183,-0.31954,-0.06452
-0.01975,-0.22419,0.122348
0.048135,-0.15271,-0.16224
0.029305,-0.20097,-0.11204
-0.5571,0.281132,0.227128
-0.19133,0.128312,0.019554
-0.0852,0.065454,-0.01486
-0.02591,-0.06389,-0.3225
-0.05702,-0.09956,0.140025
0.081029,-0.0557,-0.3268
-0.28377,0.06092,0.2189
-0.2969,0.002672,0.263035
0.120905,-0.11941,-0.4208
-0.24618,0.012338,0.594512
0.087874,-0.22554,0.003912
-0.0137,-0.19894,-0.12025
-0.22103,0.201918,0.073064
0.176195,0.091067,-0.12949
-0.20994,0.274598,0.354762
0.073569,-0.23278,-0.59335
-0.25665,-0.08485,-0.11788
0.014233,-0.18999,0.123361
0.023764,0.101443,-0.3749
0.050646,-0.14734,-0.25295
-0.3427,0.100771,0.19392
0.063578,0.058045,0.392764
-0.00689,0.047901,-0.27974
0.218741,-0.20481,-0.30354
-0.18434,0.196575,0.137989
-0.06738,-0.11841,-0.53113
-0.10754,-0.38481,0.340094
-0.02386,-0.12411,-0.21291
0.169962,-0.21155,-0.1547
-0.11004,-0.11215,-0.01073
0.29562,-0.15044,-0.26578
-0.02276,-0.09126,-0.24855
-0.13265,0.128328,-0.0006
-0.1701,-0.02383,0.174467
-0.30614,0.031825,-0.07516
0.067171,0.041812,-0.52827
-0.20471,-0.20189,-0.12676
0.011294,-0.06052,0.202086
0.034115,-0.41938,-0.15406
0.021937,0.114392,-0.49719
-0.13329,0.071423,-0.03809
0.00335,0.009438,-0.19757
-0.37974,0.068814,0.324825
-0.00394,-0.08937,0.012552
-0.01054,-0.16747,-0.02111
-0.00089,-0.06288,-0.04323
-0.25595,-0.13302,-0.01535
-0.30822,-0.20813,0.496629
0.128008,-0.27806,0.156947
-0.03446,-0.18102,-0.04437
0.136729,0.216798,-0.25473
0.102751,-0.19308,-0.12391
-0.32955,-0.17074,0.580406
0.480526,-0.23927,-0.43066
-0.09771,-0.01322,0.064895
-0.04684,0.183131,0.086601
-0.19424,-0.10067,0.042401
-0.26552,-0.00162,0.057981
-0.08094,0.352349,0.299095
-0.21221,0.158424,0.386053
-0.20375,-0.03306,0.045214
-0.12886,0.057634,0.208772
0.009651,0.361822,-0.22513
-0.17235,0.039089,0.039384
0.102666,-0.25502,-0.28373
-0.29512,-0.09974,0.123297
0.141897,0.091678,-0.05744
0.100752,-0.29201,-0.43066
0.019123,-0.26094,-0.06389
-0.17555,0.196887,-0.00904
-0.17897,0.19187,0.19378
0.061709,-0.2996,-0.09677
0.115786,-0.27818,-0.12387
-0.25906,-0.03454,0.554015
0.37183,-0.18642,-0.2494
-0.19449,-0.15168,-0.23793
-0.31989,-0.07829,0.133187
-0.0737,-0.29572,-0.24032
-0.06802,-0.23808,0.3625
-0.37501,0.181008,-0.10369
-0.1813,-0.18336,-0.00762
-0.45572,0.085737,0.290446
-0.15742,-0.23989,0.582211
-0.06135,-0.07214,-0.16608
-0.20715,0.180165,-0.04146
-0.0718,-0.08015,0.001153
-0.62411,0.34143,0.159666
-0.22774,-0.11919,0.142828
0.076992,-0.02139,-0.30271
0.013539,0.248693,-0.10358
0.228841,-0.27591,-0.15483
-0.38376,0.018799,0.345892
0.431576,-0.53572,0.041473
0.034507,-0.16723,-0.40719
-0.32124,0.015887,0.244016
-0.22904,-0.15871,0.105675
-0.39682,0.400018,0.234432
0.01482,-0.19986,-0.19303
0.079919,-0.3075,0.020134
-0.00724,-0.14747,0.040087
-0.11382,0.029025,-0.13323
0.541541,-0.21712,-0.64699
-0.1023,-0.21278,-0.30153
0.082976,-0.09453,0.157354
-0.30776,0.131104,0.082032
-0.14235,-0.12217,0.22507
-0.21776,-0.11841,0.113013
0.044256,-0.2656,-0.29805
-0.13147,0.12597,-0.0302
-0.19769,-0.12741,-0.03605
-0.16911,0.326278,0.274897
0.07823,-0.01542,-0.09569
-0.38549,0.049362,0.337921
0.144745,-0.22937,-0.38244
0.087245,-0.0248,-0.02272
0.108302,0.054569,-0.37662
-0.13314,-0.34489,0.176199
-0.23263,0.090541,0.16612
-0.43838,0.069135,0.454591
-0.22857,-0.00318,0.188588
-0.10915,-0.18417,0.288549
0.309825,-0.3275,-0.34635
0.01867,-0.15509,-0.17766
0.035631,0.021764,-0.22383
0.306891,-0.28357,-0.22925
0.018131,0.006874,0.068637
-0.15391,-0.10974,-0.11107
-0.07698,-0.10973,-0.42019
-0.09559,-0.01324,-0.04665
0.293399,-0.30052,-0.0469
0.161003,0.10186,-0.28076
-0.00902,-0.1383,-0.28312
-0.22446,-0.38097,0.35247
0.134499,-0.35262,-0.19886
-0.2971,0.052004,0.042984
-0.07738,-0.08218,-0.01322
0.427182,-0.60939,-0.47871
-0.22218,0.187874,0.117605
0.051827,-0.02443,-0.58519
-0.00319,-0.16823,-0.20651
-0.20246,0.080588,0.036017
-0.21557,-0.12676,0.132982
0.051487,0.00492,0.123823
-0.42542,0.225163,0.502471
-0.07086,0.009635,-0.3039
-0.03777,-0.25896,0.305029
-0.1751,0.104446,0.132005
0.005779,-0.36235,0.127455
0.017119,-0.24362,-0.23075
0.113807,-0.19272,-0.56705
-0.01634,-0.07635,0.079964
-0.03175,0.035477,-0.01531
-0.25936,0.127914,0.326027
0.15513,0.027948,-0.60696
0.357637,0.043411,-0.55594
0.21951,-0.01643,-0.19529
0.004125,0.111436,0.006514
-0.07495,-0.27619,-0.05434
0.004609,0.172296,-0.26141
-0.12735,-0.22967,0.205592
-0.30011,-0.01131,0.460812
-0.39364,-0.0738,0.554314
0.316761,-0.40523,-0.46911
-0.01194,0.064289,-0.18299
0.32462,-0.22794,-0.56171
-0.04069,0.177289,0.064511
-0.02655,-0.13863,-0.16124
-0.16275,0.209457,-0.0026
-0.02055,-0.01313,-0.11631
-0.08575,-0.17233,-0.26541
-0.43147,-0.03297,0.343556
0.187686,-0.22949,-0.61469
