PubMed ID,Total Citations,Citations per Year,Expected Citations per Year,Field Citation Rate,Relative Citation Ratio,NIH Percentile,Year,Title,Authors,Journal,Article?
21909108,64,20.59,5.77,8.12,3.57,88.8,2011,Meta-analysis of genome-wide association studies from the CHARGE consortium identifies common variants associated with carotid intima media thickness and plaque.,"Bis, Joshua C; Kavousi, Maryam; Franceschini, Nora; Isaacs, Aaron; Abecasis, Gonçalo R; Schminke, Ulf; Post, Wendy S; Smith, Albert V; Cupples, L Adrienne; Markus, Hugh S; Schmidt, Reinhold; Huffman, Jennifer E; Lehtimäki, Terho; Baumert, Jens; Münzel, Thomas; Heckbert, Susan R; Dehghan, Abbas; North, Kari; Oostra, Ben; Bevan, Steve; Stoegerer, Eva-Maria; Hayward, Caroline; Raitakari, Olli; Meisinger, Christa; Schillert, Arne; Sanna, Serena; Völzke, Henry; Cheng, Yu-Ching; Thorsson, Bolli; Fox, Caroline S; Rice, Kenneth; Rivadeneira, Fernando; Nambi, Vijay; Halperin, Eran; Petrovic, Katja E; Peltonen, Leena; Wichmann, H Erich; Schnabel, Renate B; Dörr, Marcus; Parsa, Afshin; Aspelund, Thor; Demissie, Serkalem; Kathiresan, Sekar; Reilly, Muredach P; Taylor, Kent; Uitterlinden, Andre; Couper, David J; Sitzer, Matthias; Kähönen, Mika; Illig, Thomas; Wild, Philipp S; Orru, Marco; Lüdemann, Jan; Shuldiner, Alan R; Eiriksdottir, Gudny; White, Charles C; Rotter, Jerome I; Hofman, Albert; Seissler, Jochen; Zeller, Tanja; Usala, Gianluca; Ernst, Florian; Launer, Lenore J; D'Agostino, Ralph B; O'Leary, Daniel H; Ballantyne, Christie; Thiery, Joachim; Ziegler, Andreas; Lakatta, Edward G; Chilukoti, Ravi Kumar; Harris, Tamara B; Wolf, Philip A; Psaty, Bruce M; Polak, Joseph F; Li, Xia; Rathmann, Wolfgang; Uda, Manuela; Boerwinkle, Eric; Klopp, Norman; Schmidt, Helena; Wilson, James F; Viikari, Jorma; Koenig, Wolfgang; Blankenberg, Stefan; Newman, Anne B; Witteman, Jacqueline; Heiss, Gerardo; Duijn, Cornelia van; Scuteri, Angelo; Homuth, Georg; Mitchell, Braxton D; Gudnason, Vilmundur; O'Donnell, Christopher J;",Nat. Genet.,TRUE
21917720,45,14.47,5.24,7.16,2.76,83.6,2011,Evaluation of HCD- and CID-type fragmentation within their respective detection platforms for murine phosphoproteomics.,"Jedrychowski, Mark P; Huttlin, Edward L; Haas, Wilhelm; Sowa, Mathew E; Rad, Ramin; Gygi, Steven P",Mol. Cell Proteomics,TRUE
21919205,8,2.57,4.04,4.95,0.64,34.1,2011,Identification of novel secreted proteases during extracellular proteolysis by dermatophytes at acidic pH.,"Sriranganadane, Dev; Waridel, Patrice; Salamin, Karine; Feuermann, Marc; Mignon, Bernard; Staib, Peter; Neuhaus, Jean-Marc; Quadroni, Manfredo; Monod, Michel",Proteomics,TRUE
21921583,9,2.89,5.41,7.47,0.53,28.8,2011,Karyotype differentiation between two stickleback species (Gasterosteidae).,"Urton, J R; McCann, S R; Peichel, C L",Cytogenet. Genome Res.,TRUE
21921926,115,36.99,6.04,8.63,6.12,95.5,2011,Haplotype phasing: existing methods and new developments.,"Browning, Sharon R; Browning, Brian L",Nat. Rev. Genet.,FALSE
21922541,31,9.97,6.70,9.82,1.49,64.9,2011,Using extreme phenotype sampling to identify the rare causal variants of quantitative traits in association studies.,"Li, Dalin; Lewinger, Juan Pablo; Gauderman, William J; Murcray, Cassandra Elizabeth; Conti, David",Genet. Epidemiol.,TRUE
21924933,104,33.45,7.43,11.17,4.50,92.3,2011,Directional DNA methylation changes and complex intermediate states accompany lineage specificity in the adult hematopoietic compartment.,"Hodges, Emily; Molaro, Antoine; Dos Santos, Camila O; Thekkat, Pramod; Song, Qiang; Uren, Philip J; Park, Jin; Butler, Jason; Rafii, Shahin; McCombie, W Richard; Smith, Andrew D; Hannon, Gregory J",Mol. Cell,TRUE
21949800,25,8.04,7.08,10.54,1.14,54.8,2011,Performance of genotype imputation for rare variants identified in exons and flanking regions of genes.,"Li, Li; Li, Yun; Browning, Sharon R; Browning, Brian L; Slater, Andrew J; Kong, Xiangyang; Aponte, Jennifer L; Mooser, Vincent E; Chissoe, Stephanie L; Whittaker, John C; Nelson, Matthew R; Ehm, Margaret Gelder",PLoS ONE,TRUE
21846742,3,0.96,4.78,6.31,0.20,10,2011,An SNP within the angiotensin-converting enzyme distinguishes between sprint and distance performing Alaskan sled dogs in a candidate gene analysis.,"Huson, Heather J; Byers, Alexandra M; Runstadler, Jonathan; Ostrander, Elaine A",J. Hered.,TRUE
21852396,40,12.87,5.97,8.49,2.16,77,2011,HNF4A is essential for specification of hepatic progenitors from human pluripotent stem cells.,"DeLaForest, Ann; Nagaoka, Masato; Si-Tayeb, Karim; Noto, Fallon K; Konopka, Genevieve; Battle, Michele A; Duncan, Stephen A",Development,TRUE
21852959,94,30.23,6.39,9.27,4.73,93,2011,Analysis of DNA methylation in a three-generation family reveals widespread genetic influence on epigenetic regulation.,"Gertz, Jason; Varley, Katherine E; Reddy, Timothy E; Bowling, Kevin M; Pauli, Florencia; Parker, Stephanie L; Kucera, Katerina S; Willard, Huntington F; Myers, Richard M",PLoS Genet.,TRUE
21992004,8,3.79,6.15,8.05,0.62,33.1,2012,Selective aurora kinase inhibitors identified using a taxol-induced checkpoint sensitivity screen.,"Kwiatkowski, Nicholas; Deng, Xianming; Wang, Jinhua; Tan, Li; Villa, Fabrizio; Santaguida, Stefano; Huang, Hsiao-Chun; Mitchison, Tim; Musacchio, Andrea; Gray, Nathanael",ACS Chem. Biol.,TRUE
21994220,21,6.75,6.21,8.93,1.09,53.2,2011,FlyExpress: visual mining of spatiotemporal patterns for genes and publications in Drosophila embryogenesis.,"Kumar, Sudhir; Konikoff, Charlotte; Van Emden, Bernard; Busick, Christopher; Davis, Kailah T; Ji, Shuiwang; Wu, Lin-Wei; Ramos, Hector; Brody, Thomas; Panchanathan, Sethuraman; Ye, Jieping; Karr, Timothy L; Gerold, Kristyn; McCutchan, Michael; Newfeld, Stuart J",Bioinformatics,TRUE
21998595,34,10.94,6.76,9.95,1.62,67.8,2011,"Identification, replication, and fine-mapping of Loci associated with adult height in individuals of african ancestry.","N'Diaye, Amidou; Chen, Gary K; Palmer, Cameron D; Ge, Bing; Tayo, Bamidele; Mathias, Rasika A; Ding, Jingzhong; Nalls, Michael A; Adeyemo, Adebowale; Adoue, Véronique; Ambrosone, Christine B; Atwood, Larry; Bandera, Elisa V; Becker, Lewis C; Berndt, Sonja I; Bernstein, Leslie; Blot, William J; Boerwinkle, Eric; Britton, Angela; Casey, Graham; Chanock, Stephen J; Demerath, Ellen; Deming, Sandra L; Diver, W Ryan; Fox, Caroline; Harris, Tamara B; Hernandez, Dena G; Hu, Jennifer J; Ingles, Sue A; John, Esther M; Johnson, Craig; Keating, Brendan; Kittles, Rick A; Kolonel, Laurence N; Kritchevsky, Stephen B; Le Marchand, Loic; Lohman, Kurt; Liu, Jiankang; Millikan, Robert C; Murphy, Adam; Musani, Solomon; Neslund-Dudas, Christine; North, Kari E; Nyante, Sarah; Ogunniyi, Adesola; Ostrander, Elaine A; Papanicolaou, George; Patel, Sanjay; Pettaway, Curtis A; Press, Michael F; Redline, Susan; Rodriguez-Gil, Jorge L; Rotimi, Charles; Rybicki, Benjamin A; Salako, Babatunde; Schreiner, Pamela J; Signorello, Lisa B; Singleton, Andrew B; Stanford, Janet L; Stram, Alex H; Stram, Daniel O; Strom, Sara S; Suktitipat, Bhoom; Thun, Michael J; Witte, John S; Yanek, Lisa R; Ziegler, Regina G; Zheng, Wei; Zhu, Xiaofeng; Zmuda, Joseph M; Zonderman, Alan B; Evans, Michele K; Liu, Yongmei; Becker, Diane M; Cooper, Richard S; Pastinen, Tomi; Henderson, Brian E; Hirschhorn, Joel N; Lettre, Guillaume; Haiman, Christopher A",PLoS Genet.,TRUE
22004471,47,22.29,4.99,6.32,4.46,92.2,2012,Genome-wide significant association between alcohol dependence and a variant in the ADH gene cluster.,"Frank, Josef; Cichon, Sven; Treutlein, Jens; Ridinger, Monika; Mattheisen, Manuel; Hoffmann, Per; Herms, Stefan; Wodarz, Norbert; Soyka, Michael; Zill, Peter; Maier, Wolfgang; Mössner, Rainald; Gaebel, Wolfgang; Dahmen, Norbert; Scherbaum, Norbert; Schmäl, Christine; Steffens, Michael; Lucae, Susanne; Ising, Marcus; Müller-Myhsok, Bertram; Nöthen, Markus M; Mann, Karl; Kiefer, Falk; Rietschel, Marcella",Addict Biol,TRUE
22025670,7,2.25,5.82,8.22,0.39,20.5,2011,Critical amino acid residues in proteins: a BioMart integration of Reactome protein annotations with PRIDE mass spectrometry data and COSMIC somatic mutations.,"Ndegwa, Nelson; Côté, Richard G; Ovelleiro, David; D'Eustachio, Peter; Hermjakob, Henning; Vizcaíno, Juan A; Croft, David",Database (Oxford),TRUE
22026483,9,2.89,4.71,6.19,0.61,33,2011,In situ electronic characterization of graphene nanoconstrictions fabricated in a transmission electron microscope.,"Lu, Ye; Merchant, Christopher A; Drndi?, Marija; Johnson, A T Charlie",Nano Lett.,TRUE
22028097,55,17.69,3.07,3.18,5.76,95,2011,Noninvasive prenatal diagnosis: pregnant women's interest and expected uptake.,"Tischler, Reana; Hudgins, Louanne; Blumenfeld, Yair J; Greely, Henry T; Ormond, Kelly E",Prenat. Diagn.,TRUE
22036573,162,52.11,6.69,9.81,7.79,97.1,2011,A protein complex network of Drosophila melanogaster.,"Guruharsha, K G; Rual, Jean-François; Zhai, Bo; Mintseris, Julian; Vaidya, Pujita; Vaidya, Namita; Beekman, Chapman; Wong, Christina; Rhee, David Y; Cenaj, Odise; McKillip, Emily; Shah, Saumini; Stapleton, Mark; Wan, Kenneth H; Yu, Charles; Parsa, Bayan; Carlson, Joseph W; Chen, Xiao; Kapadia, Bhaveen; VijayRaghavan, K; Gygi, Steven P; Celniker, Susan E; Obar, Robert A; Artavanis-Tsakonas, Spyros",Cell,TRUE
22074947,10,4.74,6.19,8.12,0.77,40.3,2012,Research resource: enhanced genome-wide occupancy of estrogen receptor ? by the cochaperone p23 in breast cancer cells.,"Simpson, Natalie E; Gertz, Jason; Imberg, Keren; Myers, Richard M; Garabedian, Michael J",Mol. Endocrinol.,TRUE
22101970,70,33.19,5.76,7.47,5.76,95,2012,Use of diverse electronic medical record systems to identify genetic risk for type 2 diabetes within a genome-wide association study.,"Kho, Abel N; Hayes, M Geoffrey; Rasmussen-Torvik, Laura; Pacheco, Jennifer A; Thompson, William K; Armstrong, Loren L; Denny, Joshua C; Peissig, Peggy L; Miller, Aaron W; Wei, Wei-Qi; Bielinski, Suzette J; Chute, Christopher G; Leibson, Cynthia L; Jarvik, Gail P; Crosslin, David R; Carlson, Christopher S; Newton, Katherine M; Wolf, Wendy A; Chisholm, Rex L; Lowe, William L",J Am Med Inform Assoc,TRUE
22102583,30,14.22,6.16,8.06,2.31,79,2012,Mouse Phenome Database (MPD).,"Maddatu, Terry P; Grubb, Stephen C; Bult, Carol J; Bogue, Molly A",Nucleic Acids Res.,TRUE
22105877,6,2.84,4.96,6.27,0.57,30.9,2012,Genome-wide association studies for multiple diseases of the German Shepherd Dog.,"Tsai, Kate L; Noorai, Rooksana E; Starr-Moss, Alison N; Quignon, Pascale; Rinz, Caitlin J; Ostrander, Elaine A; Steiner, Jörg M; Murphy, Keith E; Clark, Leigh Anne",Mamm. Genome,TRUE
21976454,7,2.25,4.81,6.36,0.47,25.1,2011,A broad range of ophthalmologic anomalies is part of the holoprosencephaly spectrum.,"Pineda-Alvarez, Daniel E; Solomon, Benjamin D; Roessler, Erich; Balog, Joan Z; Hadley, Donald W; Zein, Wadih M; Hadsall, Casey K; Brooks, Brian P; Muenke, Maximilian",Am. J. Med. Genet. A,TRUE
21980307,49,15.76,6.34,9.17,2.49,81,2011,MicroRNA predictors of longevity in Caenorhabditis elegans.,"Pincus, Zachary; Smith-Vikos, Thalyana; Slack, Frank J",PLoS Genet.,TRUE
22117901,4,1.90,3.82,4.56,0.50,26.7,2012,Utility-aware screening with clique-oriented prioritization.,"Swamidass, S Joshua; Calhoun, Bradley T; Bittker, Joshua A; Bodycombe, Nicole E; Clemons, Paul A",J Chem Inf Model,TRUE
22119407,20,9.48,5.55,7.15,1.71,69.7,2012,Genetic association and gene-gene interaction analyses in African American dialysis patients with nondiabetic nephropathy.,"Bostrom, Meredith A; Kao, W H Linda; Li, Man; Abboud, Hanna E; Adler, Sharon G; Iyengar, Sudha K; Kimmel, Paul L; Hanson, Robert L; Nicholas, Susanne B; Rasooly, Rebekah S; Sedor, John R; Coresh, Josef; Kohn, Orly F; Leehey, David J; Thornley-Brown, Denyse; Bottinger, Erwin P; Lipkowitz, Michael S; Meoni, Lucy A; Klag, Michael J; Lu, Lingyi; Hicks, Pamela J; Langefeld, Carl D; Parekh, Rulan S; Bowden, Donald W; Freedman, Barry I;",Am. J. Kidney Dis.,TRUE
22143773,24,7.72,5.30,7.26,1.46,64.1,2011,Regulation of phenotypic heterogeneity permits Salmonella evasion of the host caspase-1 inflammatory response.,"Stewart, Mary K; Cummings, Lisa A; Johnson, Matthew L; Berezow, Alex B; Cookson, Brad T",Proc. Natl. Acad. Sci. U.S.A.,TRUE
22144914,24,7.72,6.17,8.86,1.25,58.5,2011,Charcot-Marie-Tooth-linked mutant GARS is toxic to peripheral neurons independent of wild-type GARS levels.,"Motley, William W; Seburn, Kevin L; Nawaz, Mir Hussain; Miers, Kathy E; Cheng, Jun; Antonellis, Anthony; Green, Eric D; Talbot, Kevin; Yang, Xiang-Lei; Fischbeck, Kenneth H; Burgess, Robert W",PLoS Genet.,TRUE
22150006,336,108.07,6.54,9.54,16.53,99.3,2011,SF3B1 and other novel cancer genes in chronic lymphocytic leukemia.,"Wang, Lili; Lawrence, Michael S; Wan, Youzhong; Stojanov, Petar; Sougnez, Carrie; Stevenson, Kristen; Werner, Lillian; Sivachenko, Andrey; DeLuca, David S; Zhang, Li; Zhang, Wandi; Vartanov, Alexander R; Fernandes, Stacey M; Goldstein, Natalie R; Folco, Eric G; Cibulskis, Kristian; Tesar, Bethany; Sievers, Quinlan L; Shefler, Erica; Gabriel, Stacey; Hacohen, Nir; Reed, Robin; Meyerson, Matthew; Golub, Todd R; Lander, Eric S; Neuberg, Donna; Brown, Jennifer R; Getz, Gad; Wu, Catherine J",N. Engl. J. Med.,TRUE
22151854,3,0.96,4.24,5.33,0.23,11.4,2011,Sequencing by ligation variation with endonuclease V digestion and deoxyinosine-containing query oligonucleotides.,"Ho, Antoine; Murphy, Maurice; Wilson, Susan; Atlas, Susan R; Edwards, Jeremy S",BMC Genomics,TRUE
22153072,101,32.49,6.91,10.21,4.70,92.9,2011,Cofactor binding evokes latent differences in DNA binding specificity between Hox proteins.,"Slattery, Matthew; Riley, Todd; Liu, Peng; Abe, Namiko; Gomez-Alcala, Pilar; Dror, Iris; Zhou, Tianyin; Rohs, Remo; Honig, Barry; Bussemaker, Harmen J; Mann, Richard S",Cell,TRUE
22160768,1,0.47,5.54,7.15,0.09,4.3,2012,Does history repeat itself? Wavelets and the phylodynamics of influenza A.,"Tom, Jennifer A; Sinsheimer, Janet S; Suchard, Marc A",Mol. Biol. Evol.,TRUE
22179855,34,16.12,6.89,9.16,2.34,79.4,2012,Cooperation between Polycomb and androgen receptor during oncogenic transformation.,"Zhao, Jonathan C; Yu, Jianjun; Runkle, Christine; Wu, Longtao; Hu, Ming; Wu, Dayong; Liu, Jun S; Wang, Qianben; Qin, Zhaohui S; Yu, Jindan",Genome Res.,TRUE
22180182,12,5.69,4.14,5.04,1.38,62,2012,"""It's not like judgment day"": public understanding of and reactions to personalized genomic risk information.","Gordon, Erynn S; Griffin, Georgia; Wawak, Lisa; Pang, Hauchie; Gollust, Sarah E; Bernhardt, Barbara A",J Genet Couns,TRUE
22190743,27,12.80,7.89,10.65,1.62,67.9,2012,Common and distinct patterns of terminal modifications to mirtrons and canonical microRNAs.,"Westholm, Jakub O; Ladewig, Erik; Okamura, Katsutomo; Robine, Nicolas; Lai, Eric C",RNA,TRUE
22194699,25,8.04,6.13,8.78,1.31,60.3,2011,Ancestral components of admixed genomes in a Mexican cohort.,"Johnson, Nicholas A; Coram, Marc A; Shriver, Mark D; Romieu, Isabelle; Barsh, Gregory S; London, Stephanie J; Tang, Hua",PLoS Genet.,TRUE
22198325,18,8.53,4.12,5.02,2.07,75.8,2012,"Genetic diversity in Treponema pallidum: implications for pathogenesis, evolution and molecular diagnostics of syphilis and yaws.","Smajs, David; Norris, Steven J; Weinstock, George M",Infect. Genet. Evol.,FALSE
22199379,21,18.94,7.15,7.57,2.65,82.6,2013,Hawkeye and AMOS: visualizing and assessing the quality of genome assemblies.,"Schatz, Michael C; Phillippy, Adam M; Sommer, Daniel D; Delcher, Arthur L; Puiu, Daniela; Narzisi, Giuseppe; Salzberg, Steven L; Pop, Mihai",Brief. Bioinformatics,TRUE
22208416,12,5.69,2.84,3.11,2.00,74.8,2012,Social influence and motivation to change health behaviors among Mexican-origin adults: implications for diet and physical activity.,"Ashida, Sato; Wilkinson, Anna V; Koehly, Laura M",Am J Health Promot,TRUE
22215016,8,3.79,6.50,8.58,0.58,31.3,2012,Foamy virus vector-mediated gene correction of a mouse model of Wiskott-Aldrich syndrome.,"Uchiyama, Toru; Adriani, Marsilio; Jagadeesh, G Jayashree; Paine, Adam; Candotti, Fabio",Mol. Ther.,TRUE
22226368,13,6.16,5.94,7.74,1.04,51.4,2012,Atypical case of Wolfram syndrome revealed through targeted exome sequencing in a patient with suspected mitochondrial disease.,"Lieber, Daniel S; Vafai, Scott B; Horton, Laura C; Slate, Nancy G; Liu, Shangtao; Borowsky, Mark L; Calvo, Sarah E; Schmahmann, Jeremy D; Mootha, Vamsi K",BMC Med. Genet.,TRUE
22237546,56,26.55,4.48,5.55,5.93,95.3,2012,Selection of primers for optimal taxonomic classification of environmental 16S rRNA gene sequences.,"Soergel, David A W; Dey, Neelendu; Knight, Rob; Brenner, Steven E",ISME J,TRUE
22110045,166,78.71,6.94,9.24,11.34,98.6,2012,Systematic identification of long noncoding RNAs expressed during zebrafish embryogenesis.,"Pauli, Andrea; Valen, Eivind; Lin, Michael F; Garber, Manuel; Vastenhouw, Nadine L; Levin, Joshua Z; Fan, Lin; Sandelin, Albin; Rinn, John L; Regev, Aviv; Schier, Alexander F",Genome Res.,TRUE
22253719,23,10.91,3.40,3.93,3.21,86.9,2012,Perturbation dynamics of the rumen microbiota in response to exogenous butyrate.,"Li, Robert W; Wu, Sitao; Baldwin, Ransom L; Li, Weizhong; Li, Congjun",PLoS ONE,TRUE
20923970,3,0.96,6.64,9.72,0.15,7.1,2011,Bayesian epistasis association mapping via SNP imputation.,"Zhang, Yu",Biostatistics,TRUE
22257650,5,2.37,2.74,2.96,0.86,44.6,2012,Results of an online community needs assessment for psychoeducational interventions among partners of hereditary breast cancer previvors and survivors.,"Tercyak, Kenneth P; Mays, Darren; DeMarco, Tiffani A; Sharff, McKane E; Friedman, Susan",J. Med. Internet Res.,TRUE
22264611,8,3.79,5.92,7.70,0.64,34.3,2012,"Divergence, convergence, and the ancestry of feral populations in the domestic rock pigeon.","Stringham, Sydney A; Mulroy, Elisabeth E; Xing, Jinchuan; Record, David; Guernsey, Michael W; Aldenhoven, Jaclyn T; Osborne, Edward J; Shapiro, Michael D",Curr. Biol.,TRUE
22264778,6,2.84,6.03,7.87,0.47,25.3,2012,Recombination mapping using Boolean logic and high-density SNP genotyping for exome sequence filtering.,"Markello, Thomas C; Han, Ted; Carlson-Donohoe, Hannah; Ahaghotu, Chidi; Harper, Ursula; Jones, MaryPat; Chandrasekharappa, Settara; Anikster, Yair; Adams, David R; ; Gahl, William A; Boerkoel, Cornelius F",Mol. Genet. Metab.,TRUE
22265417,21,9.96,7.53,10.12,1.32,60.5,2012,Mutation of a U2 snRNA gene causes global disruption of alternative splicing and neurodegeneration.,"Jia, Yichang; Mu, John C; Ackerman, Susan L",Cell,TRUE
22310332,4,1.90,4.37,5.39,0.43,23.2,2012,"New ""first families"": the psychosocial impact of new genetic technologies.","Fanos, Joanna H",Genet. Med.,TRUE
22313940,4,1.90,4.62,5.76,0.41,21.9,2012,Sharing individual research results with biospecimen contributors: counterpoint.,"Clayton, Ellen Wright",Cancer Epidemiol. Biomarkers Prev.,TRUE
22334048,141,66.86,5.89,7.67,11.35,98.6,2012,Automated forward and reverse ratcheting of DNA in a nanopore at 5-Å precision.,"Cherf, Gerald M; Lieberman, Kate R; Rashid, Hytham; Lam, Christopher E; Karplus, Kevin; Akeson, Mark",Nat. Biotechnol.,TRUE
22344227,66,31.29,6.22,8.16,5.03,93.7,2012,Opportunities and challenges for the integration of massively parallel genomic sequencing into clinical practice: lessons from the ClinSeq project.,"Biesecker, Leslie G",Genet. Med.,TRUE
22346758,11,5.22,6.12,8.01,0.85,44.1,2012,Familial identification: population structure and relationship distinguishability.,"Rohlfs, Rori V; Fullerton, Stephanie Malia; Weir, Bruce S",PLoS Genet.,TRUE
22353710,34,16.12,7.28,9.74,2.22,77.8,2012,miR-196b directly targets both HOXA9/MEIS1 oncogenes and FAS tumour suppressor in MLL-rearranged leukaemia.,"Li, Zejuan; Huang, Hao; Chen, Ping; He, Miao; Li, Yuanyuan; Arnovitz, Stephen; Jiang, Xi; He, Chunjiang; Hyjek, Elizabeth; Zhang, Jun; Zhang, Zhiyu; Elkahloun, Abdel; Cao, Donglin; Shen, Chen; Wunderlich, Mark; Wang, Yungui; Neilly, Mary Beth; Jin, Jie; Wei, Minjie; Lu, Jun; Valk, Peter J M; Delwel, Ruud; Lowenberg, Bob; Le Beau, Michelle M; Vardiman, James; Mulloy, James C; Zeleznik-Le, Nancy J; Liu, Paul P; Zhang, Jiwang; Chen, Jianjun",Nat Commun,TRUE
22354995,22,10.43,7.59,10.20,1.37,62,2012,Dynamic changes in nucleosome occupancy are not predictive of gene expression dynamics but are linked to transcription and chromatin regulators.,"Huebert, Dana J; Kuan, Pei-Fen; Kele?, Sündüz; Gasch, Audrey P",Mol. Cell. Biol.,TRUE
22365152,84,39.83,5.96,7.77,6.68,96.2,2012,De novo pathogenic SCN8A mutation identified by whole-genome sequencing of a family quartet affected by infantile epileptic encephalopathy and SUDEP.,"Veeramah, Krishna R; O'Brien, Janelle E; Meisler, Miriam H; Cheng, Xiaoyang; Dib-Hajj, Sulayman D; Waxman, Stephen G; Talwar, Dinesh; Girirajan, Santhosh; Eichler, Evan E; Restifo, Linda L; Erickson, Robert P; Hammer, Michael F",Am. J. Hum. Genet.,TRUE
22241094,22,10.43,5.04,6.39,2.07,75.8,2012,IRB perspectives on the return of individual results from genomic research.,"Dressler, Lynn G; Smolek, Sondra; Ponsaran, Roselle; Markey, Janell M; Starks, Helene; Gerson, Nancy; Lewis, Susan; Press, Nancy; Juengst, Eric; Wiesner, Georgia L;",Genet. Med.,TRUE
22241102,9,4.27,3.92,4.72,1.09,53.2,2012,Genetics researchers' and IRB professionals' attitudes toward genetic research review: a comparative analysis.,"Edwards, Karen L; Lemke, Amy A; Trinidad, Susan B; Lewis, Susan M; Starks, Helene; Snapinn, Katherine W; Griffin, Mary Quinn; Wiesner, Georgia L; Burke, Wylie;",Genet. Med.,TRUE
22241103,8,3.79,4.31,5.30,0.88,45.3,2012,Navigating a research partnership between academia and industry to assess the impact of personalized genetic testing.,"Lehmann, Lisa Soleymani; Kaufman, David J; Sharp, Richard R; Moreno, Tanya A; Mountain, Joanna L; Roberts, J Scott; Green, Robert C",Genet. Med.,TRUE
22399527,55,26.08,5.57,7.19,4.68,92.8,2012,Genome-wide screen for metabolic syndrome susceptibility Loci reveals strong lipid gene contribution but no evidence for common genetic basis for clustering of metabolic syndrome traits.,"Kristiansson, Kati; Perola, Markus; Tikkanen, Emmi; Kettunen, Johannes; Surakka, Ida; Havulinna, Aki S; Stancáková, Alena; Barnes, Chris; Widen, Elisabeth; Kajantie, Eero; Eriksson, Johan G; Viikari, Jorma; Kähönen, Mika; Lehtimäki, Terho; Raitakari, Olli T; Hartikainen, Anna-Liisa; Ruokonen, Aimo; Pouta, Anneli; Jula, Antti; Kangas, Antti J; Soininen, Pasi; Ala-Korpela, Mika; Männistö, Satu; Jousilahti, Pekka; Bonnycastle, Lori L; Järvelin, Marjo-Riitta; Kuusisto, Johanna; Collins, Francis S; Laakso, Markku; Hurles, Matthew E; Palotie, Aarno; Peltonen, Leena; Ripatti, Samuli; Salomaa, Veikko",Circ Cardiovasc Genet,TRUE
22403726,11,5.22,6.56,8.66,0.80,41.6,2012,Differential analysis of ovarian and endometrial cancers identifies a methylator phenotype.,"Kolbe, Diana L; DeLoia, Julie A; Porter-Gill, Patricia; Strange, Mary; Petrykowska, Hanna M; Guirguis, Alfred; Krivak, Thomas C; Brody, Lawrence C; Elnitski, Laura",PLoS ONE,TRUE
22409723,26,12.33,4.52,5.61,2.73,83.3,2012,Optimization of potent hepatitis C virus NS3 helicase inhibitors isolated from the yellow dyes thioflavine S and primuline.,"Li, Kelin; Frankowski, Kevin J; Belon, Craig A; Neuenswander, Ben; Ndjomou, Jean; Hanson, Alicia M; Shanahan, Matthew A; Schoenen, Frank J; Blagg, Brian S J; Aubé, Jeffrey; Frick, David N",J. Med. Chem.,TRUE
22419786,10,4.74,6.05,7.90,0.78,41.1,2012,Fulcrum: condensing redundant reads from high-throughput sequencing studies.,"Burriesci, Matthew S; Lehnert, Erik M; Pringle, John R",Bioinformatics,TRUE
22424223,67,31.77,7.04,9.38,4.51,92.4,2012,Reprogramming cellular identity for regenerative medicine.,"Cherry, Anne B C; Daley, George Q",Cell,TRUE
22426489,76,36.04,5.25,6.71,6.86,96.4,2012,Integrated nanopore sensing platform with sub-microsecond temporal resolution.,"Rosenstein, Jacob K; Wanunu, Meni; Merchant, Christopher A; Drndic, Marija; Shepard, Kenneth L",Nat. Methods,TRUE
22438210,3,1.42,4.25,5.21,0.33,17.5,2012,Genetic screening for von Hippel-Lindau gene mutations in non-syndromic pheochromocytoma: low prevalence and false-positives or misdiagnosis indicate a need for caution.,"Eisenhofer, G; Vocke, C D; Elkahloun, A; Huynh, T-T; Prodanov, T; Lenders, J W M; Timmers, H J; Benhammou, J N; Linehan, W M; Pacak, K",Horm. Metab. Res.,TRUE
22446040,5,2.37,7.69,10.36,0.31,16,2012,A novel locus for body mass index on 5p15.2: a meta-analysis of two genome-wide association studies.,"Wang, Ke-Sheng; Liu, Xuefeng; Zheng, Shimin; Zeng, Min; Pan, Yue; Callahan, Katie",Gene,TRUE
22452995,35,16.60,8.14,11.03,2.04,75.4,2012,An integrative probabilistic model for identification of structural variation in sequencing data.,"Sindi, Suzanne S; Onal, Selim; Peng, Luke C; Wu, Hsin-Ta; Raphael, Benjamin J",Genome Biol.,TRUE
22457772,7,3.32,6.29,8.27,0.53,28.4,2012,An excitable cortex and memory model successfully predicts new pseudopod dynamics.,"Cooper, Robert M; Wingreen, Ned S; Cox, Edward C",PLoS ONE,TRUE
22466042,10,4.74,5.93,7.73,0.80,41.8,2012,Analysis of Cryptococcus neoformans sexual development reveals rewiring of the pheromone-response network by a change in transcription factor identity.,"Kruzel, Emilia K; Giles, Steven S; Hull, Christina M",Genetics,TRUE
22481132,28,13.28,3.96,4.77,3.35,87.7,2012,Patients' understanding of and responses to multiplex genetic susceptibility test results.,"Kaphingst, Kimberly A; McBride, Colleen M; Wade, Christopher; Alford, Sharon Hensley; Reid, Robert; Larson, Eric; Baxevanis, Andreas D; Brody, Lawrence C",Genet. Med.,TRUE
22492645,2,0.95,3.99,4.82,0.24,12,2012,PhyLAT: a phylogenetic local alignment tool.,"Sun, Hongtao; Buhler, Jeremy D",Bioinformatics,TRUE
